,id,name,last_modified
460,1011098,Genis-Vell,1969-12-31T19:00:00-0500
461,1014974,George Stacy (Ultimate),2012-07-10T19:25:45-0400
462,1010749,Gertrude Yorkes,1969-12-31T19:00:00-0500
463,1010925,Ghost Rider (Daniel Ketch),2016-02-10T10:25:38-0500
464,1009318,Ghost Rider (Johnny Blaze),2016-02-10T10:25:28-0500
465,1017329,Ghost Rider (Marvel War of Heroes),2013-09-18T10:59:53-0400
466,1017833,Ghost Rider (Robbie Reyes),2022-03-08T12:44:01-0500
467,1011221,Giant Girl,1969-12-31T19:00:00-0500
468,1009320,Giant Man,2011-09-23T10:53:06-0400
469,1010720,Giant-dok,1969-12-31T19:00:00-0500
470,1010926,Giant-Man (Ultimate),1969-12-31T19:00:00-0500
471,1011055,Gideon,1969-12-31T19:00:00-0500
472,1012571,Gilgamesh,2021-08-12T23:30:35-0400
473,1014982,Git Hoskins,2010-11-18T15:54:36-0500
474,1009321,Gladiator (Kallark),2016-07-08T14:38:24-0400
475,1011256,Gladiator (Melvin Potter),1969-12-31T19:00:00-0500
476,1009645,Glenn Talbot,1969-12-31T19:00:00-0500
477,1011144,Glorian,1969-12-31T19:00:00-0500
478,1009322,Goblin Queen,2013-12-26T14:23:21-0500
479,1011374,Golden Guardian,1969-12-31T19:00:00-0500
480,1010927,Goliath (Bill Foster),2011-08-09T14:56:53-0400
481,1009324,Gorgon,2017-08-21T16:55:27-0400
482,1012610,Gorgon (Inhumans),2021-08-26T23:44:29-0400
483,1010731,Gorilla Man,2004-04-14T00:00:00-0400
484,1011076,Grandmaster,2017-08-21T14:39:21-0400
485,1012623,Graviton,2021-08-27T17:53:53-0400
486,1010702,Gravity,2013-10-17T15:01:40-0400
487,1011041,Great Lakes Avengers,1969-12-31T19:00:00-0500
488,1014985,Green Goblin (Barry Norman Osborn),2010-11-18T15:57:08-0500
489,1010928,Green Goblin (Harry Osborn),2016-08-25T16:51:27-0400
490,1011435,Green Goblin (Norman Osborn),2021-08-13T00:30:10-0400
491,1010929,Green Goblin (Ultimate),1969-12-31T19:00:00-0500
492,1009326,Gressill,1969-12-31T19:00:00-0500
493,1011420,Grey Gargoyle,2013-11-20T17:07:40-0500
494,1011292,Greymalkin,1969-12-31T19:00:00-0500
495,1009328,Grim Reaper,1969-12-31T19:00:00-0500
496,1010743,Groot,2013-10-17T15:01:37-0400
497,1009330,Guardian,2011-05-19T11:07:05-0400
498,1011299,Guardians of the Galaxy,2020-07-21T10:30:47-0400
499,1009331,Guardsmen,1969-12-31T19:00:00-0500
500,1010709,Gunslinger,2004-04-14T00:00:00-0400
501,1009207,GW Bridge,1969-12-31T19:00:00-0500
502,1009619,Gwen Stacy,2016-08-19T09:00:14-0400
503,1014994,Gwen Stacy (Ultimate),2012-07-10T19:38:29-0400
504,1011400,H.A.M.M.E.R.,1969-12-31T19:00:00-0500
505,1009332,H.E.R.B.I.E.,2012-03-20T12:48:36-0400
506,1011391,Hairball,1969-12-31T19:00:00-0500
507,1009333,Half-Life (Tony Masterson),1969-12-31T19:00:00-0500
508,1009334,Hammerhead,1969-12-31T19:00:00-0500
509,1014995,Hammerhead (Ultimate),2012-07-11T09:13:15-0400
510,1011490,Hank Pym,2015-06-01T16:59:16-0400
511,1011091,Hannibal King,1969-12-31T19:00:00-0500
512,1009348,Happy Hogan,2010-11-03T10:00:46-0400
513,1010821,Hardball,2014-04-29T14:43:14-0400
514,1011185,Harley Davidson Cooper,1969-12-31T19:00:00-0500
515,1009336,Harpoon,1969-12-31T19:00:00-0500
516,1011069,Harrier,1969-12-31T19:00:00-0500
517,1009339,Harry Heck,1969-12-31T19:00:00-0500
518,1009486,Harry Osborn,2012-02-02T14:04:39-0500
519,1011218,Harry Osborn (Ultimate),1969-12-31T19:00:00-0500
520,1010816,Hate-Monger (Adolf Hitler),1969-12-31T19:00:00-0500
521,1009337,Havok,2013-10-23T12:39:26-0400
522,1009338,Hawkeye,2016-06-22T12:53:31-0400
523,1010808,Hawkeye (Kate Bishop),2014-12-09T17:25:54-0500
524,1017311,Hawkeye (Marvel Heroes),2013-09-18T10:53:45-0400
525,1011131,Hawkeye (Ultimate),2014-03-05T13:26:13-0500
526,1017108,Hawkeye/Clint Barton (MAA),2013-09-18T15:48:47-0400
527,1012767,Hecate (Ravonna Renslayer),2021-08-18T19:26:34-0400
528,1011046,Hedge Knight,1969-12-31T19:00:00-0500
529,1011482,Hela,2021-08-12T22:15:07-0400
530,1010351,Hellcat (Patsy Walker),2011-03-07T13:02:34-0500
531,1009340,Hellfire Club,1969-12-31T19:00:00-0500
532,1014996,Hellfire Club (Ultimate),2012-07-11T09:14:59-0400
533,1010678,Hellion,1969-12-31T19:00:00-0500
534,1011044,Hellions (Squad),1969-12-31T19:00:00-0500
535,1009341,Hemingway,1969-12-31T19:00:00-0500
536,1011371,Henry Peter Gyrich,2014-04-29T14:23:23-0400
537,1009342,Hepzibah,-0001-11-30T00:00:00-0500
538,1009343,Hercules,2013-11-14T14:47:08-0500
539,1010759,Heroes For Hire,2010-11-29T16:22:27-0500
540,1011274,Hex,1969-12-31T19:00:00-0500
541,1011300,High Evolutionary,2013-10-24T13:29:06-0400
542,1010839,Hindsight Lad,1969-12-31T19:00:00-0500
543,1010703,Hiroim,2013-11-20T17:14:00-0500
544,1011442,Hit-Monkey,2022-04-14T19:56:30-0400
545,1009345,Hitman,1969-12-31T19:00:00-0500
546,1011383,Hitomi Sakuma,1969-12-31T19:00:00-0500
547,1010930,Hobgoblin (Jason Macendale),1969-12-31T19:00:00-0500
548,1010931,Hobgoblin (Robin Borne),1969-12-31T19:00:00-0500
549,1009347,Hobgoblin (Roderick Kingsley),2011-02-01T12:51:12-0500
550,1009349,Holocaust (Age of Apocalypse),1969-12-31T19:00:00-0500
551,1009350,Holy,1969-12-31T19:00:00-0500
552,1017844,Honey Badger (Gabrielle Kinney),2021-08-12T23:16:38-0400
553,1011428,Hope Summers,2013-02-05T13:57:56-0500
554,1009557,Howard Saint,1969-12-31T19:00:00-0500
555,1010373,Howard The Duck,2011-05-13T14:31:47-0400
556,1009351,Hulk,2020-07-21T10:35:15-0400
557,1017098,Hulk (HAS),2013-09-12T14:06:16-0400
558,1017333,Hulk (LEGO Marvel Super Heroes),2013-09-18T11:15:54-0400
559,1011118,Hulk (Marvel Zombies),2014-03-05T13:25:50-0500
560,1017303,Hulk (Marvel: Avengers Alliance),2013-09-18T10:17:06-0400
561,1011005,Hulk (Ultimate),2014-03-05T13:25:55-0500
562,1010721,Hulk-dok,1969-12-31T19:00:00-0500
563,1017107,Hulk/Bruce Banner (MAA),2013-09-18T15:49:50-0400
564,1009355,Hulkling,2011-03-10T15:02:10-0500
565,1010343,Human Cannonball,1969-12-31T19:00:00-0500
566,1011415,Human Fly (Richard Deacon),1969-12-31T19:00:00-0500
567,1010722,Human Robot,1969-12-31T19:00:00-0500
568,1009356,Human Torch,2013-10-18T17:31:30-0400
569,1010932,Human Torch (Jim Hammond),2014-05-20T18:01:17-0400
570,1011102,Human Torch (Ultimate),2014-03-05T13:26:00-0500
571,1010675,Humbug,1969-12-31T19:00:00-0500
572,1009357,Husk,1969-12-31T19:00:00-0500
573,1009358,Hussar,1969-12-31T19:00:00-0500
574,1009359,Hydra,1969-12-31T19:00:00-0500
575,1009360,Hydro-Man,1969-12-31T19:00:00-0500
576,1009361,Hyperion (Earth-712),1969-12-31T19:00:00-0500
577,1011246,Hypno-Hustler,1969-12-31T19:00:00-0500
578,1009362,Iceman,2016-02-03T13:38:53-0500
579,1010933,Iceman (Ultimate),2014-03-05T13:37:05-0500
580,1017475,Iceman (X-Men: Battle of the Atom),2014-01-16T13:12:41-0500
581,1011077,Ikaris,1969-12-31T19:00:00-0500
582,1010758,Illuminati,2013-10-17T15:01:33-0400
583,1009529,Ilyana Rasputin,1969-12-31T19:00:00-0500
584,1012923,Immortus,2021-08-13T00:16:13-0400
585,1011273,Imp,1969-12-31T19:00:00-0500
586,1011089,Imperfects,1969-12-31T19:00:00-0500
587,1009363,Imperial Guard,2016-07-08T14:38:03-0400
588,1009364,Impossible Man,1969-12-31T19:00:00-0500
589,1011063,In-Betweener,2011-05-23T16:36:40-0400
590,1011064,Inertia,1969-12-31T19:00:00-0500
591,1011146,Infant Terrible,1969-12-31T19:00:00-0500
592,1009365,Inhumans,2016-07-08T15:02:03-0400
593,1011293,Ink,1969-12-31T19:00:00-0500
594,1011024,Invaders,2014-06-13T14:01:12-0400
595,1009366,Invisible Woman,2013-10-24T13:48:00-0400
596,1017301,Invisible Woman (Marvel: Avengers Alliance),2013-09-18T10:16:47-0400
597,1010934,Invisible Woman (Ultimate),2010-12-08T15:02:10-0500
598,1011379,Iron Cross Army,1969-12-31T19:00:00-0500
599,1011318,Iron Fist (Bei Bang-Wen),1969-12-31T19:00:00-0500
600,1009367,Iron Fist (Danny Rand),2017-08-21T16:49:13-0400
601,1010888,Iron Fist (Orson Randall),2014-03-05T13:37:33-0500
602,1011413,Iron Fist (Quan Yaozu),2014-03-05T13:36:07-0500
603,1016839,Iron Fist (USM),2013-09-18T15:55:48-0400
604,1011412,Iron Fist (Wu Ao-Shi),2014-03-05T13:39:42-0500
605,1010704,Iron Lad,2011-03-10T14:57:04-0500
606,1009368,Iron Man,2016-09-28T12:08:19-0400
607,1017320,Iron Man (Iron Man 3 - The Official Game),2013-09-18T11:05:44-0400
608,1017294,Iron Man (LEGO Marvel Super Heroes),2013-09-18T17:03:08-0400
609,1017310,Iron Man (Marvel Heroes),2013-09-18T10:53:29-0400
610,1017326,Iron Man (Marvel War of Heroes),2013-09-18T10:59:29-0400
611,1010935,Iron Man (Ultimate),2014-03-05T13:37:05-0500
612,1017104,Iron Man/Tony Stark (MAA),2013-09-18T15:49:18-0400
613,1009371,Iron Monger,1969-12-31T19:00:00-0500
614,1009487,Iron Patriot,1969-12-31T19:00:00-0500
615,1009538,Iron Patriot (James Rhodes),2015-11-23T17:46:51-0500
616,1010844,Ironclad,1969-12-31T19:00:00-0500
617,1017831,Ironheart (Riri Williams),2021-08-04T12:13:18-0400
618,1011876,Isaiah Bradley,2021-08-12T23:46:14-0400
619,1009372,J. Jonah Jameson,2016-08-05T14:11:58-0400
620,1010736,Jack Flag,1969-12-31T19:00:00-0500
621,1010786,Jack Murdock,1969-12-31T19:00:00-0500
622,1010766,Jack O' Lantern,1969-12-31T19:00:00-0500
623,1011251,Jack Power,1969-12-31T19:00:00-0500
624,1011288,Jackal,2011-05-12T15:32:42-0400
625,1011259,Jackpot,1969-12-31T19:00:00-0500
626,1010775,James Buchanan Barnes,2004-04-14T00:00:00-0400
627,1010777,James Howlett,1969-12-31T19:00:00-0500
628,1011343,Jamie Braddock,2004-04-14T00:00:00-0400
629,1010329,Jane Foster,2013-10-31T20:23:49-0400
630,1010878,"Janus, the Nega-Man",1969-12-31T19:00:00-0500
631,1009597,Jasper Sitwell,1969-12-31T19:00:00-0500
632,1011344,Jazinda,1969-12-31T19:00:00-0500
633,1009496,Jean Grey,2013-08-01T15:38:33-0400
634,1009327,Jean Grey,2013-11-20T17:15:32-0500
635,1010946,Jean Grey (Ultimate),2014-03-05T13:40:08-0500
636,1009604,Jennifer Smith,1969-12-31T19:00:00-0500
637,1011404,Jeryn Hogarth,1969-12-31T19:00:00-0500
638,1010667,Jessica Drew,-0001-11-30T00:00:00-0500
639,1009378,Jessica Jones,2017-08-21T14:47:52-0400
640,1009373,Jetstream,1969-12-31T19:00:00-0500
641,1009374,Jigsaw,2010-11-03T12:10:46-0400
642,1011105,Jimmy Woo,1969-12-31T19:00:00-0500
643,1009375,Joan the Mouse,1969-12-31T19:00:00-0500
644,1009376,Jocasta,2011-05-27T10:33:33-0400
645,1011171,John Farson,1969-12-31T19:00:00-0500
646,1010812,John Jameson,2010-11-04T14:37:23-0400
647,1009500,John Porter,1969-12-31T19:00:00-0500
648,1009721,John Wraith,1969-12-31T19:00:00-0500
649,1009196,Johnny Blaze,1969-12-31T19:00:00-0500
650,1009630,Johnny Storm,1969-12-31T19:00:00-0500
651,1009380,Joseph,2013-10-17T15:01:27-0400
652,1010938,Joshua Kane,1969-12-31T19:00:00-0500
653,1010937,Josiah X,1969-12-31T19:00:00-0500
654,1011033,Joystick,1969-12-31T19:00:00-0500
655,1009381,Jubilee,2016-02-10T09:46:54-0500
656,1010936,Jubilee (Age of Apocalypse),2014-04-30T16:56:11-0400
657,1009382,Juggernaut,2013-11-20T17:15:17-0500
658,1010772,Jule Carpenter,1969-12-31T19:00:00-0500
659,1010679,Julian Keller,1969-12-31T19:00:00-0500
660,1011314,Junta,1969-12-31T19:00:00-0500
661,1010760,Justice,1969-12-31T19:00:00-0500
662,1011310,Justin Hammer,2010-11-08T15:51:15-0500
663,1011081,Ka-Zar,2016-02-04T12:31:16-0500
664,1011193,Kabuki,1969-12-31T19:00:00-0500
665,1009384,Kang,2013-10-24T13:55:04-0400
666,1014983,Karen O'Malley,2010-11-18T15:55:23-0500
667,1011357,Karen Page,2017-08-21T16:53:37-0400
668,1011386,Karma,2013-01-22T14:03:05-0500
669,1009385,Karnak,2017-08-21T16:58:04-0400
670,1010752,Karolina Dean ,2012-02-27T13:46:54-0500
671,1010783,Kat Farrell,1969-12-31T19:00:00-0500
672,1010810,Kate Bishop,1969-12-31T19:00:00-0500
673,1011250,Katie Power,1969-12-31T19:00:00-0500
674,1011319,Ken Ellis,1969-12-31T19:00:00-0500
675,1009386,Khan,1969-12-31T19:00:00-0500
676,1010893,Kid Colt,1969-12-31T19:00:00-0500
677,1011397,Killer Shrike,1969-12-31T19:00:00-0500
678,1011289,Killmonger,2017-08-21T14:43:06-0400
679,1011116,Killraven,1969-12-31T19:00:00-0500
680,1009388,King Bedlam,1969-12-31T19:00:00-0500
681,1010842,King Cobra,1969-12-31T19:00:00-0500
682,1009389,Kingpin,2013-10-17T15:05:59-0400
683,1011308,Kinsey Walden,1969-12-31T19:00:00-0500
684,1009508,Kitty Pryde,2014-05-22T19:08:23-0400
685,1017476,Kitty Pryde (X-Men: Battle of the Atom),2014-01-15T19:42:16-0500
686,1009390,Klaw,2013-10-17T15:06:08-0400
687,1010818,Komodo (Melati Kusuma),2014-04-29T14:54:48-0400
688,1011147,Korath,1969-12-31T19:00:00-0500
689,1011080,Korg,2013-10-24T13:29:14-0400
690,1011312,Korvac,2011-03-10T16:31:51-0500
691,1013133,Krakoa,2021-08-12T23:51:15-0400
692,1009391,Kraven the Hunter,2013-11-01T16:34:52-0400
693,1011148,Kree,2014-06-17T17:36:40-0400
694,1015017,Krista Starr,2010-11-12T14:47:14-0500
695,1011178,Kronos,1969-12-31T19:00:00-0500
696,1011029,Kulan Gath,1969-12-31T19:00:00-0500
697,1013163,Kwannon,2021-08-27T18:22:21-0400
698,1011058,Kylun,1969-12-31T19:00:00-0500
699,1009392,La Nuit,1969-12-31T19:00:00-0500
700,1011327,Lady Bullseye,2011-10-05T16:29:56-0400
701,1009393,Lady Deathstrike,2014-04-29T14:52:35-0400
702,1011014,Lady Mastermind,1969-12-31T19:00:00-0500
703,1014977,Lady Ursula,2010-11-18T15:49:56-0500
704,1014976,Lady Vermin,2010-11-18T15:49:03-0500
705,1009394,Lake,1969-12-31T19:00:00-0500
706,1009395,Landau,1969-12-31T19:00:00-0500
707,1009397,Lava-Man,1969-12-31T19:00:00-0500
708,1011100,Layla Miller,2013-11-01T16:27:04-0400
709,1009398,Leader,2013-12-26T14:45:52-0500
710,1011092,Leech,2011-10-27T09:59:24-0400
711,1009399,Legion,2017-08-24T12:36:39-0400
712,1011403,"Lei Kung, The Thunderer",1969-12-31T19:00:00-0500
713,1009166,Lenny Balinger,1969-12-31T19:00:00-0500
714,1011186,Leo (Zodiac),1969-12-31T19:00:00-0500
715,1010340,Leopardon,1969-12-31T19:00:00-0500
716,1011375,Leper Queen,1969-12-31T19:00:00-0500
717,1014988,Lester,2010-11-18T15:59:42-0500
718,1011421,Lethal Legion,1969-12-31T19:00:00-0500
719,1010977,Lieutenant Marcus Stone,1969-12-31T19:00:00-0500
720,1009401,Lifeguard,1969-12-31T19:00:00-0500
721,1011408,Lightning Lords of Nepal,1969-12-31T19:00:00-0500
722,1010450,Lightspeed,1969-12-31T19:00:00-0500
723,1009236,Lila Cheney,1969-12-31T19:00:00-0500
724,1009402,Lilandra,2013-11-01T16:34:54-0400
725,1011074,Lilith,2013-11-01T16:34:58-0400
726,1011257,Lily Hollister,1969-12-31T19:00:00-0500
727,1010337,Lionheart,1969-12-31T19:00:00-0500
728,1011444,Living Laser,2021-08-27T18:18:14-0400
729,1010854,Living Lightning,1969-12-31T19:00:00-0500
730,1011036,Living Mummy,1969-12-31T19:00:00-0500
731,1011059,Living Tribunal,1969-12-31T19:00:00-0500
732,1009403,Liz Osborn,1969-12-31T19:00:00-0500
733,1009404,Lizard,2013-11-20T17:15:11-0500
734,1010939,Lizard (Ultimate),1969-12-31T19:00:00-0500
735,1011414,Loa,2013-11-01T16:32:33-0400
736,1009405,Lockheed,1969-12-31T19:00:00-0500
737,1009406,Lockjaw,1969-12-31T19:00:00-0500
738,1010363,Logan,1969-12-31T19:00:00-0500
739,1009407,Loki,2017-08-21T16:45:34-0400
740,1017299,Loki (LEGO Marvel Super Heroes),2013-09-18T11:21:22-0400
741,1010768,Loners,1969-12-31T19:00:00-0500
742,1009408,Longshot,2011-09-09T10:27:56-0400
743,1010940,Longshot (Ultimate),1969-12-31T19:00:00-0500
744,1011145,Lord Hawal,1969-12-31T19:00:00-0500
745,1014980,Lord Tyger,2010-11-18T15:53:02-0500
746,1011283,Lords of Avalon,1969-12-31T19:00:00-0500
747,1009260,Lorna Dane,1969-12-31T19:00:00-0500
748,1009409,Luckman,1969-12-31T19:00:00-0500
749,1011405,Lucky Pierre,1969-12-31T19:00:00-0500
750,1010751,Lucy in the Sky,1969-12-31T19:00:00-0500
751,1009215,Luke Cage,2017-08-08T14:53:35-0400
752,1011200,Luminals,1969-12-31T19:00:00-0500
753,1017854,Luna Snow (Luna Snow),2021-08-18T23:16:11-0400
754,1010896,Lyja,1969-12-31T19:00:00-0500
755,1011068,M (Monet St. Croix),2011-09-07T09:45:28-0400
756,1011004,M.O.D.A.M.,1969-12-31T19:00:00-0500
757,1011320,M.O.D.O.G.,1969-12-31T19:00:00-0500
758,1010726,M.O.D.O.K.,2013-10-17T15:06:22-0400
759,1017321,M.O.D.O.K. (Iron Man 3 - The Official Game),2013-09-18T11:06:00-0400
760,1009418,Ma Gnuci,1969-12-31T19:00:00-0500
761,1009314,Mac Gargan,1969-12-31T19:00:00-0500
762,1010851,Mach IV,2011-05-20T16:26:25-0400
763,1010805,Machine Man,2012-01-18T12:42:25-0500
764,1009411,Mad Thinker,2013-11-01T16:34:17-0400
765,1009412,Madame Hydra,2011-11-16T10:53:44-0500
766,1010352,Madame Masque,1969-12-31T19:00:00-0500
767,1010796,Madame Web (Julia Carpenter),2013-11-12T15:28:51-0500
768,1010724,Maddog,1969-12-31T19:00:00-0500
769,1009509,Madelyne Pryor,2013-11-20T17:15:09-0500
770,1011205,Madripoor,1969-12-31T19:00:00-0500
771,1009413,Madrox,2013-11-01T16:34:26-0400
772,1011053,Maelstrom,1969-12-31T19:00:00-0500
773,1011328,Maestro,2011-01-07T17:09:01-0500
774,1010867,Magdalene,1969-12-31T19:00:00-0500
775,1009414,Maggott,1969-12-31T19:00:00-0500
776,1010942,Magik (Amanda Sefton),2011-07-14T14:29:29-0400
777,1009415,Magik (Illyana Rasputin),2013-10-24T13:46:00-0400
778,1011135,Maginty,1969-12-31T19:00:00-0500
779,1009416,Magma (Amara Aquilla),2011-02-28T16:06:13-0500
780,1009417,Magneto,2016-02-10T15:55:02-0500
781,1010944,Magneto (Age of Apocalypse),2014-03-05T13:40:56-0500
782,1010945,Magneto (House of M),2014-03-05T13:40:48-0500
783,1010943,Magneto (Ultimate),2014-03-05T13:42:37-0500
784,1017477,Magneto (X-Men: Battle of the Atom),2014-01-15T19:43:09-0500
785,1010904,Magus (Adam Warlock),1969-12-31T19:00:00-0500
786,1011364,Magus (Technarch),1969-12-31T19:00:00-0500
787,1011085,Major Mapleleaf,1969-12-31T19:00:00-0500
788,1010725,Makkari,1969-12-31T19:00:00-0500
789,1009242,Malcolm Colcord,1969-12-31T19:00:00-0500
790,1013479,Malekith,2021-08-27T18:05:16-0400
791,1011229,Malice (Earth-161),1969-12-31T19:00:00-0500
792,1009420,Man-Thing,2011-05-13T14:31:28-0400
793,1010811,Man-Wolf,1969-12-31T19:00:00-0500
794,1009421,Mandarin,2014-04-29T14:23:39-0400
795,1011243,Mandrill,1969-12-31T19:00:00-0500
796,1009422,Mandroid,1969-12-31T19:00:00-0500
797,1009423,Manta,1969-12-31T19:00:00-0500
798,1011026,Mantis,2013-11-01T16:34:14-0400
799,1009424,Marauders,2013-12-17T17:48:07-0500
800,1015018,Marcus Van Sciver,2010-11-12T14:47:59-0500
801,1011335,Maria Hill,2014-05-30T14:29:18-0400
802,1009735,Mariko Yashida,1969-12-31T19:00:00-0500
803,1009425,Marrow,1969-12-31T19:00:00-0500
804,1011173,Marten Broadcloak,1969-12-31T19:00:00-0500
805,1011263,Martin Li,1969-12-31T19:00:00-0500
806,1011350,Marvel Apes,1969-12-31T19:00:00-0500
807,1009427,Marvel Boy,1969-12-31T19:00:00-0500
808,1011002,Marvel Zombies,2010-11-30T15:55:43-0500
809,1011417,Marvex,1969-12-31T19:00:00-0500
810,1009708,Mary Jane Watson,2016-07-11T11:13:42-0400
811,1010993,Mary Jane Watson (House of M),1969-12-31T19:00:00-0500
812,1011203,Mary Jane Watson (Ultimate),2011-05-03T13:02:57-0400
813,1010869,Masked Marvel (Unrevealed),1969-12-31T19:00:00-0500
814,1010367,Masque,1969-12-31T19:00:00-0500
815,1010732,Master Chief,2004-04-14T00:00:00-0400
816,1009433,Master Mold,1969-12-31T19:00:00-0500
817,1009434,Mastermind,2011-12-15T16:49:15-0500
818,1011279,Masters of Evil,1969-12-31T19:00:00-0500
819,1010877,Mathemanic,1969-12-31T19:00:00-0500
820,1009677,Matsu'o Tsurayaba,1969-12-31T19:00:00-0500
821,1009463,Matthew Murdock,1969-12-31T19:00:00-0500
822,1010793,Mattie Franklin,1969-12-31T19:00:00-0500
823,1009436,Mauler,1969-12-31T19:00:00-0500
824,1010947,Maverick (Chris Bradley),1969-12-31T19:00:00-0500
825,1009437,Maverick (Christoph Nord),1969-12-31T19:00:00-0500
826,1011305,Maximus,2013-11-01T16:34:10-0400
827,1009490,May Parker,2016-05-31T12:14:09-0400
828,1009438,Medusa,2016-07-08T15:02:13-0400
829,1011399,Meggan,-0001-11-30T00:00:00-0500
830,1009439,Meltdown,1969-12-31T19:00:00-0500
831,1011241,Menace,1969-12-31T19:00:00-0500
832,1011099,Mentallo,1969-12-31T19:00:00-0500
833,1011184,Mentor,1969-12-31T19:00:00-0500
834,1009440,Mephisto,2016-05-05T12:17:52-0400
835,1009441,Mephistopheles,1969-12-31T19:00:00-0500
836,1010681,Mercury,1969-12-31T19:00:00-0500
837,1009442,Mesmero,1969-12-31T19:00:00-0500
838,1009443,Metal Master,1969-12-31T19:00:00-0500
839,1010361,Meteorite,1969-12-31T19:00:00-0500
840,1011340,MI: 13,1969-12-31T19:00:00-0500
841,1009444,Micro/Macro,1969-12-31T19:00:00-0500
842,1010690,Microbe,1969-12-31T19:00:00-0500
843,1011134,Microchip,1969-12-31T19:00:00-0500
844,1010871,Micromax,1969-12-31T19:00:00-0500
845,1010891,Midnight (Earth-811),1969-12-31T19:00:00-0500
846,1010924,Miek,2013-11-01T16:30:56-0400
847,1009530,Mikhail Rasputin,1969-12-31T19:00:00-0500
848,1011192,Millenium Guard,1969-12-31T19:00:00-0500
849,1010894,Millie the Model,1969-12-31T19:00:00-0500
850,1009445,Mimic,1969-12-31T19:00:00-0500
851,1011204,Mindworm,1969-12-31T19:00:00-0500
852,1013727,Miracleman,2014-11-17T16:52:49-0500
853,1011424,Miss America,1969-12-31T19:00:00-0500
854,1009446,Mister Fear,1969-12-31T19:00:00-0500
855,1009447,Mister Sinister,2016-02-01T15:53:17-0500
856,1017318,Mister Sinister (Deadpool),2013-09-18T11:10:21-0400
857,1010948,Mister Sinister (House of M),1969-12-31T19:00:00-0500
858,1011254,Mister Sinister (Ultimate),1969-12-31T19:00:00-0500
859,1010682,Misty Knight,2016-09-27T09:17:07-0400
860,1011220,Mockingbird,2015-11-20T12:04:34-0500
861,1009410,Moira MacTaggert,2011-04-21T12:00:52-0400
862,1010941,Moira MacTaggert (Ultimate),1969-12-31T19:00:00-0500
863,1009448,Mojo,2014-03-07T20:01:43-0500
864,1009449,Mole Man,2012-03-20T12:18:14-0400
865,1011019,Molecule Man,2013-11-20T17:15:03-0500
866,1010691,Molly Hayes,2012-02-27T13:49:42-0500
867,1009541,Molly Von Richtofen,1969-12-31T19:00:00-0500
868,1011370,Molten Man,1969-12-31T19:00:00-0500
869,1010876,Mongoose,1969-12-31T19:00:00-0500
870,1009450,Mongu (Unrevealed),1969-12-31T19:00:00-0500
871,1010331,Monster Badoon,1969-12-31T19:00:00-0500
872,1017814,Moon Girl (Lunella Layfayette),2019-10-16T16:28:05-0400
873,1009452,Moon Knight,2016-03-18T16:31:20-0400
874,1010949,Moon Knight (House of M),1969-12-31T19:00:00-0500
875,1014998,Moon Knight (Ultimate),2012-07-11T09:22:11-0400
876,1009451,Moondragon,1969-12-31T19:00:00-0500
877,1010362,Moonstone,2014-04-29T14:50:49-0400
878,1009454,Morbius,2016-02-10T11:29:12-0500
879,1010902,Mordo,1969-12-31T19:00:00-0500
880,1009455,Morg,1969-12-31T19:00:00-0500
881,1013190,Morgan Le Fay,2021-08-27T17:32:48-0400
882,1009623,Morgan Stark,1969-12-31T19:00:00-0500
883,1011008,Morlocks,2014-05-23T11:45:28-0400
884,1011088,Morlun,2013-11-01T16:42:27-0400
885,1009456,Morph,1969-12-31T19:00:00-0500
886,1009457,Mother Askani,1969-12-31T19:00:00-0500
887,1009458,Mr. Bumpo,1969-12-31T19:00:00-0500
888,1009459,Mr. Fantastic,2016-02-11T10:51:21-0500
889,1010950,Mr. Fantastic (Ultimate),2014-03-05T13:42:53-0500
890,1010900,Mr. Fish,1969-12-31T19:00:00-0500
891,1009460,Mr. Fixit,1969-12-31T19:00:00-0500
892,1010347,Mr. Hyde,1969-12-31T19:00:00-0500
893,1010840,Mr. Immortal,1969-12-31T19:00:00-0500
894,1014984,Mr. Meugniot,2010-11-18T15:56:17-0500
895,1011244,Mr. Negative,2018-04-04T20:15:35-0400
896,1009461,Mr. Payback,1969-12-31T19:00:00-0500
897,1009462,Mr. X,1969-12-31T19:00:00-0500
898,1017824,Ms. America (America Chavez),2021-08-06T11:31:01-0400
899,1017577,Ms. Marvel (Kamala Khan),2016-04-29T15:02:56-0400
900,1011372,MS2,1969-12-31T19:00:00-0500
901,1011210,Mulholland Black,1969-12-31T19:00:00-0500
902,1011056,Multiple Man,2011-04-28T10:43:48-0400
903,1010826,MVP,1969-12-31T19:00:00-0500
904,1009464,Mysterio,2011-01-25T15:41:53-0500
905,1010951,Mysterio (Daniel Berkhart),1969-12-31T19:00:00-0500
906,1010952,Mysterio (Francis Klum),1969-12-31T19:00:00-0500
907,1009465,Mystique,2014-06-05T17:08:23-0400
908,1010953,Mystique (Age of Apocalypse),2013-11-20T17:14:59-0500
909,1010954,Mystique (House of M),1969-12-31T19:00:00-0500
910,1011129,Mystique (Ultimate),1969-12-31T19:00:00-0500
911,1013483,Nakia (Nakia),2017-08-24T16:48:01-0400
912,1009466,Namor,2016-05-26T09:29:39-0400
913,1009468,Namora,2011-09-07T16:36:43-0400
914,1009469,Namorita,2013-11-20T17:14:56-0500
915,1014978,Naoko,2010-11-18T15:50:39-0500
